Protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.t1.1	Peptides.t1.2	Peptides.t1.3	Peptides.t1.4	Peptides.t2.1	Peptides.t2.2	Peptides.t2.3	Peptides.t2.4	Razor...unique.peptides.t1.1	Razor...unique.peptides.t1.2	Razor...unique.peptides.t1.3	Razor...unique.peptides.t1.4	Razor...unique.peptides.t2.1	Razor...unique.peptides.t2.2	Razor...unique.peptides.t2.3	Razor...unique.peptides.t2.4	Unique.peptides.t1.1	Unique.peptides.t1.2	Unique.peptides.t1.3	Unique.peptides.t1.4	Unique.peptides.t2.1	Unique.peptides.t2.2	Unique.peptides.t2.3	Unique.peptides.t2.4	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.t1.1	Identification.type.t1.2	Identification.type.t1.3	Identification.type.t1.4	Identification.type.t2.1	Identification.type.t2.2	Identification.type.t2.3	Identification.type.t2.4	Sequence.coverage.t1.1....	Sequence.coverage.t1.2....	Sequence.coverage.t1.3....	Sequence.coverage.t1.4....	Sequence.coverage.t2.1....	Sequence.coverage.t2.2....	Sequence.coverage.t2.3....	Sequence.coverage.t2.4....	Intensity	Intensity.t1.1	Intensity.t1.2	Intensity.t1.3	Intensity.t1.4	Intensity.t2.1	Intensity.t2.2	Intensity.t2.3	Intensity.t2.4	LFQ.intensity.t1.1	LFQ.intensity.t1.2	LFQ.intensity.t1.3	LFQ.intensity.t1.4	LFQ.intensity.t2.1	LFQ.intensity.t2.2	LFQ.intensity.t2.3	LFQ.intensity.t2.4	MS.MS.Count.t1.1	MS.MS.Count.t1.2	MS.MS.Count.t1.3	MS.MS.Count.t1.4	MS.MS.Count.t2.1	MS.MS.Count.t2.2	MS.MS.Count.t2.3	MS.MS.Count.t2.4	MS.MS.Count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Carbamidomethyl..C..site.IDs	Oxidation..M..site.IDs	Carbamidomethyl..C..site.positions	Oxidation..M..site.positions
sp|Q9JMB1|THEG_MOUSE	12;7;1;1;1;1	12;7;1;1;1;1	12;7;1;1;1;1	;	6	12	12	12	9	9	10	10	8	10	8	9	9	9	10	10	8	10	8	9	9	9	10	10	8	10	8	9	43.3	43.3	43.3	49.656	453	453;419;419;421;421;432	0	95.231	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.1	33.1	34.7	39.3	25.4	32	26	28.3	429860000	30047000	33401000	40882000	56065000	71974000	77750000	68488000	51251000	27766000	30743000	33875000	39748000	80957000	77465000	76792000	57879000	6	9	10	15	17	18	15	17	107			NA	2979	170;1080;1439;1989;2792;5684;5954;6212;14470;14514;14625;14803	True;True;True;True;True;True;True;True;True;True;True;True	175;1108;1470;2028;2846;5815;6088;6355;14856;14900;15014;15194	1143;1144;1145;1146;7063;9317;9318;9319;9320;9321;9322;9323;9324;9325;9326;9327;12969;12970;12971;12972;12973;12974;12975;12976;12977;18218;18219;18220;18221;18222;36682;36683;36684;36685;36686;36687;36688;38448;38449;38450;38451;38452;38453;38454;38455;40109;40110;40111;40112;40113;40114;40115;40116;94378;94379;94380;94381;94382;94634;94635;94636;94637;94638;94639;94640;95318;95319;95320;95321;95322;96394;96395;96396;96397;96398;96399;96400;96401	1552;1553;1554;10147;10148;10149;10150;10151;10152;13060;13061;13062;13063;13064;13065;13066;13067;13068;13069;13070;13071;13072;13073;13074;13075;13076;13077;13078;13079;13080;13081;13082;18501;18502;18503;18504;18505;18506;18507;18508;18509;18510;18511;18512;18513;18514;18515;18516;18517;18518;18519;18520;18521;18522;18523;18524;18525;18526;26051;26052;26053;26054;50983;50984;50985;50986;50987;50988;50989;53463;53464;53465;53466;53467;53468;53469;53470;53471;53472;53473;55793;55794;55795;55796;55797;55798;55799;128129;128130;128131;128132;128133;128509;129406;129407;129408;129409;129410;130902;130903;130904;130905;130906;130907;130908;130909;130910	1552;10149;13073;18518;26054;50985;53469;55796;128133;128509;129409;130904				
sp|P39749|FEN1_MOUSE	1	1	1		1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	4.1	4.1	4.1	37.67	341	341	0.0049917	3.0658	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching				4.1	4.1	4.1	4.1	4.1	0	0	0	28945000	4780600	7889600	5462800	10460000	352470	0	0	0	0	0	0	0	352470	0	0	0	1	1	1	1	0	0	0	0	4			NA	2980	10569	TRUE	10795	69041;69042;69043;69044;69045	95542;95543;95544;95545	95542				
sp|Q9QUM9|PSA6_MOUSE	2	2	2		1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	9.9	9.9	9.9	30.345	274	274	0	6.6161	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	9.9	9.9	9.9	9.9	9.9	4.7	9.9	9.9	32016000	5071300	5935200	4613200	6962900	1809900	1896400	1825700	3901700	5426800	6351300	4933600	7403900	1639300	0	1623600	2741400	2	2	2	2	0	0	0	0	8			NA	2981	6264;7257	True;True	6408;7418	40387;40388;40389;40390;40391;40392;40393;47183;47184;47185;47186;47187;47188;47189;47190	56111;56112;56113;56114;65614;65615;65616;65617	56112;65617				
sp|Q8BRN9|C2D1B_MOUSE	4	4	4		1	4	4	4	4	4	4	3	3	4	2	3	4	4	4	3	3	4	2	3	4	4	4	3	3	4	2	3	28.6	28.6	28.6	28.567	255	255	0	13.444	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.6	28.6	28.6	15.3	24.3	28.6	11	24.3	168790000	20942000	29009000	28517000	33645000	11152000	21406000	13025000	11099000	20500000	25470000	27788000	27471000	14494000	18585000	19247000	15239000	3	4	5	4	2	2	2	2	24			NA	2982	4824;8199;14709;15636	True;True;True;True	4933;8387;15099;16035	31223;31224;31225;31226;31227;53674;53675;53676;53677;53678;53679;53680;53681;95816;95817;95818;95819;95820;95821;101739;101740;101741;101742;101743;101744;101745;101746;101747;101748	43358;75273;75274;75275;75276;75277;75278;75279;75280;75281;75282;130117;137721;137722;137723;137724;137725;137726;137727;137728;137729;137730;137731;137732;137733;137734;137735;137736	43358;75278;130117;137730				
sp|Q9WV02|RBMX_MOUSE	6;1;1;1;1;1	6;1;1;1;1;1	6;1;1;1;1;1		6	6	6	6	5	6	5	6	0	0	0	0	5	6	5	6	0	0	0	0	5	6	5	6	0	0	0	0	34.8	34.8	34.8	39.443	374	374;370;476;490;531;561	0	28.294	By MS/MS	By MS/MS	By MS/MS	By MS/MS					27.8	34.8	25.7	34.8	0	0	0	0	148450000	26387000	41824000	31471000	48765000	0	0	0	0	32610000	38425000	27452000	49960000	0	0	0	0	4	8	5	5	0	0	0	0	22			NA	2983	66;11867;12167;13195;15083;18112	True;True;True;True;True;True	67;12145;12488;13555;15476;18577	390;391;392;77143;77144;77145;77146;79419;79420;79421;79422;86120;86121;86122;98196;98197;98198;98199;98200;98201;98202;98203;118368;118369;118370;118371	474;106019;106020;106021;106022;106023;108889;108890;118082;118083;118084;118085;118086;118087;133234;133235;133236;133237;133238;133239;133240;161719;161720;161721;161722	474;106023;108889;118083;133236;161719				
sp|Q9ES97|RTN3_MOUSE	19	19	19		1	19	19	19	18	19	19	19	0	0	4	1	18	19	19	19	0	0	4	1	18	19	19	19	0	0	4	1	46.8	46.8	46.8	60.314	526	526	0	102.42	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching	By matching	46.2	46.8	46.8	46.8	0	0	9.7	1.7	466850000	80045000	101570000	123170000	157700000	0	0	3687200	677990	48018000	55331000	168470000	185150000	0	0	3627100	0	21	22	33	33	0	0	0	0	109			NA	2984	185;2043;2511;5141;7595;7747;8443;9947;10017;11837;12185;12392;12527;13789;14642;16569;17102;19364;19641	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	190;2082;2563;5258;7761;7919;8636;10167;10238;12110;12509;12719;12859;14160;15031;16991;17539;19860;20144	1259;1260;1261;1262;13314;13315;13316;13317;16454;16455;16456;16457;16458;16459;33239;33240;33241;33242;49478;49479;49480;49481;50573;50574;50575;50576;55449;55450;55451;55452;55453;65219;65220;65221;65222;65223;65648;65649;65650;65651;76942;76943;76944;76945;79567;79568;79569;79570;79571;80911;80912;80913;80914;80915;80916;80917;80918;81794;81795;81796;81797;81798;81799;81800;89947;89948;89949;89950;95423;95424;95425;95426;107785;107786;107787;107788;111413;111414;111415;126280;126281;126282;126283;126284;128026;128027;128028;128029;128030	1705;1706;1707;1708;1709;1710;19030;19031;19032;19033;23739;23740;23741;23742;23743;46197;46198;46199;46200;46201;46202;46203;46204;46205;69341;69342;69343;69344;69345;69346;70955;70956;70957;70958;70959;70960;77637;77638;77639;90395;90396;90397;90935;90936;105798;105799;105800;105801;105802;105803;105804;109072;109073;109074;109075;109076;109077;109078;109079;111151;111152;111153;111154;111155;111156;111157;111158;111159;111160;111161;111162;111163;111164;111165;111166;111167;111168;111169;111170;111171;111172;111173;111174;111175;111176;112480;112481;112482;112483;112484;112485;112486;122928;122929;122930;122931;129513;129514;129515;129516;129517;129518;129519;146643;146644;151815;172336;172337;172338;172339;172340;172341;174578;174579;174580;174581;174582;174583;174584	1708;19030;23742;46202;69346;70960;77638;90395;90936;105803;109077;111165;112486;122930;129518;146643;151815;172340;174583				
xx|HBA_HUMAN|;sp|P06467|HBAZ_MOUSE	1	1	1		1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	7.1	7.1	7.1	20.495	182	182	0.0053033	3.028	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching		By matching		7.1	7.1	7.1	7.1	7.1	0	7.1	0	16961000	2688000	4400300	1880600	4075300	1827600	0	2089300	0	0	0	0	0	0	0	2089300	0	1	1	1	1	0	0	0	0	4			NA	2985	5459	TRUE	5585	35259;35260;35261;35262;35263;35264	48956;48957;48958;48959	48957				
sp|Q8CHH9|SEPT8_MOUSE	7	7	7		1	7	7	7	1	2	1	1	7	7	7	7	1	2	1	1	7	7	7	7	1	2	1	1	7	7	7	7	34.7	34.7	34.7	36.622	317	317	0	25.83	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.4	9.8	4.4	4.4	34.7	34.7	34.7	34.7	292460000	1183100	2207800	1832000	2268700	78742000	81427000	65021000	59781000	0	11764000	0	0	63655000	91666000	52741000	67354000	0	0	0	0	13	11	11	11	46			NA	2986	914;4648;6723;9069;11366;12153;15706	True;True;True;True;True;True;True	935;4752;6875;9272;11613;12473;16107	5928;5929;5930;5931;5932;5933;5934;5935;5936;30138;30139;30140;30141;43375;43376;43377;43378;43379;43380;43381;59655;59656;59657;59658;59659;59660;59661;59662;74008;74009;74010;74011;79317;79318;79319;79320;79321;79322;79323;79324;102166;102167;102168;102169	8086;8087;8088;8089;8090;8091;8092;8093;8094;8095;8096;8097;8098;8099;8100;8101;8102;8103;8104;8105;8106;8107;8108;8109;8110;41984;41985;60294;60295;60296;60297;60298;82951;82952;82953;82954;82955;101745;101746;101747;101748;101749;108751;108752;108753;138311;138312	8090;41984;60296;82951;101749;108752;138312				
sp|Q99L28|RLP24_MOUSE	4	4	4		1	4	4	4	2	3	3	2	3	4	2	4	2	3	3	2	3	4	2	4	2	3	3	2	3	4	2	4	17.8	17.8	17.8	31.715	287	287	0	40.977	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.2	15	15	12.2	15	17.8	12.2	17.8	239530000	3727400	3062800	7088100	9584500	50086000	64815000	45636000	55527000	2683600	5468500	4866900	3748500	63111000	61384000	47737000	50526000	1	0	0	1	9	12	7	10	40			NA	2987	4499;5991;13127;17978	True;True;True;True	4599;6125;13485;18440	29172;29173;29174;29175;38704;38705;38706;85717;85718;85719;85720;85721;85722;85723;85724;85725;85726;85727;85728;85729;117512;117513;117514;117515;117516;117517;117518;117519;117520;117521;117522;117523;117524;117525	40714;40715;53922;53923;53924;53925;117594;117595;117596;117597;160483;160484;160485;160486;160487;160488;160489;160490;160491;160492;160493;160494;160495;160496;160497;160498;160499;160500;160501;160502;160503;160504;160505;160506;160507;160508;160509;160510;160511;160512	40714;53924;117595;160499				
sp|Q9Z247|FKBP9_MOUSE	9	9	9		1	9	9	9	8	7	8	7	2	2	2	2	8	7	8	7	2	2	2	2	8	7	8	7	2	2	2	2	37.8	37.8	37.8	36.46	325	325	0	32.149	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	35.1	29.5	35.1	30.2	13.2	8.6	13.2	8.6	318960000	84262000	70662000	73616000	70202000	6306500	4922100	5238600	3755500	125980000	47396000	57008000	49359000	11354000	9457300	10369000	8042200	11	6	4	6	0	0	0	0	27			NA	2988	2447;4672;5778;7594;9673;11914;13520;13712;15777	True;True;True;True;True;True;True;True;True	2494;4778;5910;7760;9888;12202;13885;14081;16179	15939;15940;15941;15942;30283;30284;30285;30286;30287;30288;37223;37224;37225;37226;37227;37228;49474;49475;49476;49477;63467;63468;63469;63470;77525;77526;77527;88260;89518;89519;89520;89521;89522;89523;102599;102600;102601;102602	22651;22652;22653;42160;42161;42162;42163;51712;51713;51714;69340;87707;87708;87709;87710;87711;87712;87713;87714;106498;106499;120909;122457;139038;139039;139040;139041;139042	22651;42160;51713;69340;87711;106498;120909;122457;139040				
sp|Q14DK4|GPAT2_MOUSE	9	9	8		1	9	9	8	8	8	8	8	7	6	6	5	8	8	8	8	7	6	6	5	7	7	7	7	6	5	5	4	17.6	17.6	16.2	97.512	874	874	0	46.924	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.6	14.6	14.6	14.6	14	11	11	9.3	229660000	40924000	41356000	28954000	50949000	21192000	17915000	15364000	13003000	34660000	40668000	29600000	49959000	23799000	17894000	18445000	14634000	10	10	9	7	6	3	2	1	48			NA	2989	928;7835;13352;14787;15434;15492;15682;17526;18174	True;True;True;True;True;True;True;True;True	949;8007;13714;15178;15832;15890;16082;17974;18644	6019;6020;6021;6022;6023;6024;6025;6026;51197;51198;51199;51200;51201;51202;51203;51204;87135;87136;87137;87138;96287;96288;96289;96290;96291;96292;96293;96294;100428;100429;100430;100431;100432;100433;100434;100833;100834;100835;100836;100837;100838;100839;100840;102009;102010;102011;102012;102013;102014;102015;102016;114507;114508;114509;114510;118773	8245;8246;8247;8248;8249;8250;8251;8252;8253;8254;8255;8256;71813;119365;119366;119367;119368;119369;119370;119371;130808;130809;130810;130811;130812;136082;136083;136084;136085;136547;136548;136549;136550;136551;136552;136553;136554;138120;138121;138122;138123;138124;138125;138126;138127;138128;156527;162248	8246;71813;119365;130811;136084;136548;138123;156527;162248				
sp|B2RY56|RBM25_MOUSE	6	6	6		1	6	6	6	6	4	4	5	0	0	1	2	6	4	4	5	0	0	1	2	6	4	4	5	0	0	1	2	30.7	30.7	30.7	32.926	290	290	0	21.386	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching	By matching	30.7	22.8	22.8	27.2	0	0	4.5	11	400330000	38771000	26342000	298710000	35657000	0	0	303150	553580	81643000	99776000	93677000	122440000	0	0	0	0	5	8	5	5	0	0	0	0	23			NA	2990	1615;1776;7916;11311;14652;15036	True;True;True;True;True;True	1648;1813;8090;11558;15041;15429	10465;10466;10467;10468;11568;11569;11570;11571;51742;51743;51744;51745;73682;73683;73684;73685;73686;73687;73688;73689;95478;95479;95480;95481;97876	14688;14689;14690;14691;16326;16327;72569;72570;101412;101413;101414;101415;101416;101417;101418;101419;101420;101421;101422;129582;129583;129584;129585;129586;132827	14689;16327;72569;101414;129586;132827				
sp|Q60634|FLOT2_MOUSE	4	4	4		1	4	4	4	3	4	4	4	1	0	1	0	3	4	4	4	1	0	1	0	3	4	4	4	1	0	1	0	34.9	34.9	34.9	33.448	301	301	0	13.511	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching		By matching		30.9	34.9	34.9	34.9	4	0	4	0	43825000	5762600	11713000	5881000	17782000	1434100	0	1251900	0	5904300	10908000	7273500	17053000	0	0	0	0	1	5	3	4	0	0	0	0	13			NA	2991	5569;14477;16408;18109	True;True;True;True	5697;14863;16826;18574	35916;35917;35918;35919;94412;94413;94414;94415;94416;106821;106822;106823;106824;118357;118358;118359;118360	49746;49747;128150;128151;128152;145475;145476;145477;145478;145479;161709;161710;161711	49746;128151;145479;161709				
sp|P97494|GSH1_MOUSE	2	2	2		1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	11.5	11.5	11.5	49.798	435	435	0	5.5449	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	11.5	4.6	11.5	4.6	11.5	11.5	11.5	11.5	29443000	2631200	679380	2295200	1386100	6521600	5691400	6665600	3572200	2511800	0	2505700	0	7625700	4383400	7013500	3337200	0	0	0	0	3	1	2	0	6			NA	2992	9577;18861	True;True	9791;19345	62982;62983;62984;62985;62986;62987;123187;123188;123189;123190;123191;123192;123193;123194	87207;87208;168327;168328;168329;168330	87207;168330				
sp|Q8VDJ3|VIGLN_MOUSE	1	1	1		1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	5.7	5.7	5.7	26.639	230	230	0.004985	3.0577					By matching	By matching	By matching	By MS/MS	0	0	0	0	5.7	5.7	5.7	5.7	4020900	0	0	0	0	499600	1640000	538800	1342600	0	0	0	0	0	0	0	1342600	0	0	0	0	0	0	0	1	1			NA	2993	2242	TRUE	2282	14517;14518;14519;14520	20623	20623				
sp|Q9CQJ8|NDUB9_MOUSE	4	2	2		1	4	2	2	4	3	4	4	1	1	1	1	2	1	2	2	0	0	0	0	2	1	2	2	0	0	0	0	9.6	5.6	5.6	67.35	638	638	0	10.892	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	9.6	7.2	9.6	9.6	2.4	2.4	2.4	2.4	31045000	8767700	3593600	8115500	10569000	0	0	0	0	8415300	0	8410800	10626000	0	0	0	0	2	1	2	2	0	0	0	0	7			NA	2994	12783;12793;12837;13619	False;True;True;False	13128;13138;13182;13986	83488;83489;83490;83491;83552;83553;83554;83801;83802;83803;83804;88956;88957;88958;88959;88960;88961;88962;88963;88964;88965;88966;88967;88968;88969;88970	114672;114673;114674;114764;114765;114766;115128;115129;115130;115131;121810;121811;121812;121813;121814;121815;121816;121817;121818;121819;121820;121821;121822;121823	114672;114766;115131;121816				
sp|P62627|DLRB1_MOUSE	2	2	2		1	2	2	2	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1.5	1.5	1.5	206.5	1820	1820	0.0081248	2.8175		By matching	By MS/MS	By MS/MS					0	0.7	0.8	0.7	0	0	0	0	9550100	0	1384300	5225700	2940100	0	0	0	0	0	0	0	2940100	0	0	0	0	0	0	1	1	0	0	0	0	2			NA	2995	9208;18461	True;True	9414;18937	60704;60705;120580	84372;164485	84372;164485				
sp|P99027|RLA2_MOUSE	12	12	10		1	12	12	10	10	11	10	11	4	6	5	5	10	11	10	11	4	6	5	5	8	9	8	9	4	6	5	5	52.4	52.4	45.4	39.735	372	372	0	179.99	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.5	49.5	43.5	49.5	17.5	25.5	17.7	17.7	1619600000	238380000	242310000	381770000	574750000	24281000	78133000	26141000	53804000	211590000	254930000	370390000	541210000	35318000	103590000	42745000	59790000	31	29	41	40	2	7	5	4	159			NA	2996	126;555;3258;5929;5930;6587;6848;7564;8740;10694;12433;14786	True;True;True;True;True;True;True;True;True;True;True;True	130;569;3324;6063;6064;6738;7000;7729;8940;10928;12760;15177	816;817;818;819;820;821;822;823;824;825;826;827;828;829;3607;3608;3609;3610;21222;21223;21224;21225;21226;21227;21228;21229;38278;38279;38280;38281;38282;38283;38284;38285;38286;38287;38288;38289;38290;38291;38292;38293;38294;38295;38296;42495;42496;42497;42498;42499;42500;42501;42502;42503;42504;42505;42506;44181;44182;44183;44184;44185;44186;44187;44188;49252;49253;49254;57451;57452;69855;69856;69857;69858;81151;81152;81153;81154;96285;96286	1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;4960;4961;4962;4963;4964;4965;4966;4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;30507;30508;30509;30510;30511;30512;30513;30514;30515;30516;30517;30518;30519;30520;53249;53250;53251;53252;53253;53254;53255;53256;53257;53258;53259;53260;53261;53262;53263;53264;53265;53266;53267;53268;53269;59001;59002;59003;59004;59005;59006;59007;59008;59009;59010;59011;59012;59013;59014;59015;59016;59017;59018;59019;59020;59021;59022;59023;59024;59025;59026;59027;59028;59029;59030;61288;61289;61290;61291;61292;61293;61294;61295;61296;61297;61298;61299;61300;61301;61302;61303;61304;61305;68900;80190;80191;96605;96606;96607;96608;96609;96610;96611;96612;96613;111501;111502;111503;111504;111505;111506;111507;111508;111509;111510;111511;111512;111513;111514;111515;111516;111517;111518;111519;111520;130803;130804;130805;130806;130807	1078;4964;30511;53253;53265;59021;61298;68900;80191;96611;111508;130805				
sp|Q9D404|OXSM_MOUSE	2	2	2		1	2	2	2	0	0	1	0	1	2	1	1	0	0	1	0	1	2	1	1	0	0	1	0	1	2	1	1	14.1	14.1	14.1	31.209	270	270	0.00036819	4.4774			By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	10.7	0	10.7	14.1	10.7	10.7	8737400	0	0	262570	0	1802400	1599200	3349600	1723700	0	0	0	0	0	0	0	1723700	0	0	0	0	2	3	1	1	7			NA	2997	11586;19287	True;True	11837;19783	75340;75341;75342;75343;75344;125853	103549;103550;103551;103552;103553;103554;171795	103553;171795				
sp|Q9ESD7|DYSF_MOUSE	7	7	7		1	7	7	7	5	5	5	6	7	6	7	7	5	5	5	6	7	6	7	7	5	5	5	6	7	6	7	7	18.6	18.6	18.6	49.583	442	442	0	48.882	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.4	12.4	12.4	16.3	18.6	18.3	18.6	18.6	2.90E+08	13959000	15583000	14660000	25858000	56908000	74969000	42340000	45719000	19008000	20859000	22381000	28560000	51205000	65479000	38773000	43731000	4	3	3	3	4	6	4	6	33			NA	2998	1077;1618;1619;3573;10971;11537;14022	True;True;True;True;True;True;True	1105;1651;1652;3648;11213;11786;14397	7049;7050;7051;7052;7053;7054;7055;7056;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;23283;23284;23285;23286;23287;23288;23289;23290;71516;71517;71518;71519;71520;71521;71522;71523;75072;75073;75074;75075;91380;91381;91382;91383;91384	10142;10143;14698;14699;14700;14701;14702;14703;14704;14705;14706;14707;14708;14709;14710;14711;33228;33229;98610;98611;98612;98613;98614;98615;98616;98617;98618;98619;103240;103241;103242;124672;124673;124674;124675;124676	10142;14704;14711;33229;98618;103241;124674				
sp|Q8R323|RFC3_MOUSE	7	7	7		1	7	7	7	5	5	6	4	6	5	6	6	5	5	6	4	6	5	6	6	5	5	6	4	6	5	6	6	36.2	36.2	36.2	41.207	376	376	0	38.19	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33	25.8	33	24.5	27.7	19.4	27.7	27.7	242800000	31859000	15394000	2.10E+07	34859000	41034000	38415000	33011000	27225000	31890000	24312000	23314000	67571000	32037000	26587000	22955000	14131000	3	3	4	4	9	4	5	3	35			NA	2999	1468;1469;3960;11657;14024;15515;18317	True;True;True;True;True;True;True	1499;1500;4046;11908;14399;15914;18793	9515;9516;9517;9518;9519;9520;9521;9522;9523;9524;9525;9526;9527;9528;9529;9530;9531;9532;25727;25728;25729;25730;25731;25732;25733;25734;75760;75761;75762;75763;75764;75765;75766;75767;75768;75769;75770;75771;91389;91390;91391;91392;91393;91394;91395;100977;100978;100979;119698;119699;119700;119701	13348;13349;13350;13351;13352;13353;13354;13355;13356;36246;104230;104231;104232;104233;104234;104235;104236;104237;104238;104239;104240;104241;104242;104243;124681;124682;124683;136725;136726;163458;163459;163460;163461;163462;163463;163464	13352;13353;36246;104239;124681;136725;163458				
sp|Q99L13|3HIDH_MOUSE	3	3	3		1	3	3	3	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	5.3	5.3	5.3	84.487	737	737	0	9.1142	By MS/MS	By MS/MS	By MS/MS	By MS/MS					5.3	5.3	5.3	5.3	0	0	0	0	29582000	7268500	6211800	7124600	8977200	0	0	0	0	7405600	6795700	6785800	8595000	0	0	0	0	3	0	2	0	0	0	0	0	5			NA	3000	8414;8428;11268	True;True;True	8607;8621;11514	55282;55283;55284;55285;55358;55359;55360;55361;73384;73385;73386;73387	77419;77420;77421;77422;77423;77506;100920	77421;77506;100920				
sp|O08663|MAP2_MOUSE	10	10	10		1	10	10	10	8	8	10	10	2	1	3	3	8	8	10	10	2	1	3	3	8	8	10	10	2	1	3	3	20.4	20.4	20.4	84.921	741	741	0	35.118	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	17.4	16.7	20.4	20.4	4.5	2	6.5	6.9	127440000	21245000	21835000	27330000	48564000	1790800	495940	4332100	1845700	17616000	24721000	25812000	44067000	6639400	0	5096500	2990100	3	5	6	9	0	0	0	0	23			NA	3001	4937;7453;9283;11270;11398;11558;13005;13905;14504;17140	True;True;True;True;True;True;True;True;True;True	5050;7617;9489;11516;11646;11808;13357;14277;14890;17578	32005;32006;32007;32008;32009;48528;48529;48530;48531;48532;48533;48534;61137;61138;61139;61140;61141;73395;73396;73397;74188;74189;74190;74191;74192;75188;75189;75190;75191;84908;84909;84910;84911;84912;84913;90639;90640;90641;90642;94569;94570;111691;111692;111693;111694	44431;44432;44433;44434;44435;67932;67933;67934;67935;84916;100933;101965;101966;101967;101968;101969;103386;103387;116537;116538;123821;128391;152270	44431;67935;84916;100933;101965;103387;116537;123821;128391;152270				
sp|Q8BH69|SPS1_MOUSE	3	3	3		1	3	3	3	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	3	3	3	3	0	0	0	0	7.6	7.6	7.6	83.594	728	728	0	8.5773	By MS/MS	By MS/MS	By MS/MS	By MS/MS					7.6	7.6	7.6	7.6	0	0	0	0	40933000	8773600	10142000	9049600	12967000	0	0	0	0	9170100	10400000	9086000	12277000	0	0	0	0	1	1	2	2	0	0	0	0	6			NA	3002	7452;8143;10999	True;True;True	7616;8330;11241	48524;48525;48526;48527;53307;53308;53309;53310;71707;71708;71709;71710	67930;67931;74812;98826;98827;98828	67931;74812;98827				
